======================================================================

Annotating SDF timing data:
  Compiled SDF file:     convolution_analysis_view_0p90v_25c_captyp_nominal.sdf.X
  Log file:              ./sdf_log.log
  Backannotation scope:  :dut
  Configuration file:    
  MTM control:           MAXIMUM
  Scale factors:         1:1:1
  Scale type:            FROM_MAXIMUM

Time units: 1ps

xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[2].ireg .\Q_reg[9]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40641>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[1].reg_c[0].ireg .\Q_reg[20]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40672>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[1].reg_c[0].ireg .\Q_reg[19]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40693>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[1].reg_c[0].ireg .\Q_reg[18]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40714>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[1].reg_c[0].ireg .\Q_reg[17]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40735>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[1].reg_c[0].ireg .\Q_reg[16]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40756>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[1].reg_c[0].ireg .\Q_reg[15]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40777>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[1].reg_c[0].ireg .\Q_reg[14]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40798>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[1].reg_c[0].ireg .\Q_reg[13]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40819>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[1].reg_c[0].ireg .\Q_reg[1]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40840>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[1].reg_c[0].ireg .\Q_reg[12]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40861>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[1].reg_c[0].ireg .\Q_reg[11]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40882>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[1].reg_c[0].ireg .\Q_reg[10]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40903>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[1].reg_c[0].ireg .\Q_reg[8]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40924>.
